arquivo,ano,uf,n_registros,n_colunas,hash_md5,tamanho_bytes,data_processamento
CPNIMG03.DBF,2003,MG,12795,9,45cc0368ff40b15a85394fcdd9f8beef,563303,2026-02-27 17:35:13.410811
CPNIMS03.DBF,2003,MS,1155,9,ff349db40d4e888e4eafc9583ac2d479,51143,2026-02-27 17:35:16.665411
CPNIMT03.DBF,2003,MT,2085,9,8ffc7189542d356adc54db1242960f13,92063,2026-02-27 17:35:19.7357
CPNIPA03.DBF,2003,PA,2145,9,6e3be6fa30dc2fadbbf895b65ab584e5,94703,2026-02-27 17:35:23.12308
CPNIPB03.DBF,2003,PB,3345,9,8f6c085e8dfc5c62304e40a8c8f6b790,147503,2026-02-27 17:35:26.720545
CPNIPE03.DBF,2003,PE,2775,9,8200c7a1c6ebfaab5007b4a73575d8e5,122423,2026-02-27 17:35:29.877327
CPNIPI03.DBF,2003,PI,3330,9,93eadce67c58a2b72e898bdb0f0a5d15,146843,2026-02-27 17:35:33.431568
CPNIPR03.DBF,2003,PR,5985,9,52017b6bf76c9972a4fa44fedd34d6cf,263663,2026-02-27 17:35:36.897003
CPNIRJ03.DBF,2003,RJ,1380,9,69e1fec357cdbadb36efa3ac19901144,61043,2026-02-27 17:35:39.802536
CPNIRN03.DBF,2003,RN,2505,9,c7c05bf9aa5d6d98bb2ea9e32f8d23e1,110543,2026-02-27 17:35:43.019839
CPNIRO03.DBF,2003,RO,780,9,08cd8a5d68bf9853f52fdf0d181a78a4,34643,2026-02-27 17:35:45.849817
CPNIRR03.DBF,2003,RR,225,9,401df59276ba35a42b319fe1c0f6bc99,10223,2026-02-27 17:35:48.466447
CPNIRS03.DBF,2003,RS,7440,9,8ae2f8a74f9f211a257f8d0d1b51b7bc,327683,2026-02-27 17:35:52.499408
CPNISC03.DBF,2003,SC,4395,9,33abb85edf88113cb22f1fd7f29ea434,193703,2026-02-27 17:35:55.942731
CPNISE03.DBF,2003,SE,1125,9,dbf345f4d9728fb6bf4f83fea95aa4ea,49823,2026-02-27 17:35:58.757467
CPNISP03.DBF,2003,SP,9675,9,44c6756436b7b39fe55b8bce4653234e,426023,2026-02-27 17:36:02.356185
CPNITO03.DBF,2003,TO,2085,9,1b5eb01bf9823f6397096df21fce7f91,92063,2026-02-27 17:36:05.759156
CPNIAC04.DBF,2004,AC,440,9,83d5a50bbc8fe9cbf4ca347571d94b4c,26723,2026-02-27 17:36:10.693731
CPNIAL04.DBF,2004,AL,2041,9,473052b393d67e4803412bbd5c170609,122783,2026-02-27 17:36:13.888121
CPNIAM04.DBF,2004,AM,1241,9,8c4474fd3cab638b91d37a3258dfbaca,74783,2026-02-27 17:36:16.927032
CPNIAP04.DBF,2004,AP,320,9,5eb6f377b9847700791a549b93a11ebe,19523,2026-02-27 17:36:19.663728
CPNIBA04.DBF,2004,BA,8331,9,2c21ebb2b1d1fe6286eda6b425ca2771,500183,2026-02-27 17:36:23.993091
CPNICE04.DBF,2004,CE,3680,9,dcc95b04ae0999bbcb19d4dac8c312ca,221123,2026-02-27 17:36:27.222284
CPNIDF04.DBF,2004,DF,372,9,4bf17e4809b7e8abf591f4fa0a906c39,22643,2026-02-27 17:36:30.006485
CPNIES04.DBF,2004,ES,1560,9,30c6c4091b0d25d7e5c90c4f8bec460c,93923,2026-02-27 17:36:33.017188
CPNIGO04.DBF,2004,GO,4919,9,2d9bb770e374a42c3630fb9fab1cbcac,295463,2026-02-27 17:36:36.517089
CPNIMA04.DBF,2004,MA,4339,9,f23c2a5550a46a6ff33183741bb587eb,260663,2026-02-27 17:36:39.774021
CPNIMG04.DBF,2004,MG,17048,9,fef99fc852fe6bb74cb7d3055711f4ac,1023203,2026-02-27 17:36:44.029434
CPNIMS04.DBF,2004,MS,1540,9,a1fa8c4a3fa5c6e026b140d34a1b4b3d,92723,2026-02-27 17:36:47.525337
CPNIMT04.DBF,2004,MT,2780,9,2d72c2ab2cfab1aec98ba1217988999a,167123,2026-02-27 17:36:50.89388
CPNIPA04.DBF,2004,PA,2860,9,97349d70ce72c3ca83a285f5012f03ea,171923,2026-02-27 17:36:54.276668
CPNIPB04.DBF,2004,PB,4461,9,3d8a412ccdea356e09ef36bce4706e95,267983,2026-02-27 17:36:58.120312
CPNIPE04.DBF,2004,PE,3701,9,16f34a0285b05bc3c2ebad68d533afc2,222383,2026-02-27 17:37:01.811718
CPNIPI04.DBF,2004,PI,4441,9,fc11b3de35b8b2c55ef1f9dc2006229c,266783,2026-02-27 17:37:05.240853
CPNIPR04.DBF,2004,PR,7978,9,62538665062da45a8112567e75a4d0bf,479003,2026-02-27 17:37:09.225186
CPNIRJ04.DBF,2004,RJ,1833,9,844b6121ec83fb883c2108703647eed2,110303,2026-02-27 17:37:12.752821
CPNIRN04.DBF,2004,RN,3339,9,cae7a9abfcd7620adbade265d7bdb9af,200663,2026-02-27 17:37:16.490494
CPNIRO04.DBF,2004,RO,1041,9,dc04a05dc78783a594efb190c42abf66,62783,2026-02-27 17:37:19.51898
CPNIRR04.DBF,2004,RR,300,9,186870ad93b2f2c7c814c01e80327fed,18323,2026-02-27 17:37:22.189196
CPNIRS04.DBF,2004,RS,9918,9,ac8ef5f41179d4524dad31bdd099f5c8,595403,2026-02-27 17:37:26.170683
CPNISC04.DBF,2004,SC,5857,9,3c7ed560248a56eb0768fc9583eaeeda,351743,2026-02-27 17:37:29.618521
CPNISE04.DBF,2004,SE,1500,9,ce83934927caa3090f78a669c0735b69,90323,2026-02-27 17:37:33.020181
CPNISP04.DBF,2004,SP,12837,9,f93b1a638aa7dd3595994a1de9bd6693,770543,2026-02-27 17:37:37.140603
CPNITO04.DBF,2004,TO,2781,9,96cddd73238099888d5e04df262b5752,167183,2026-02-27 17:37:40.317439
CPNIAC05.DBF,2005,AC,420,9,a934382dbcffe2623a8ee042778d1393,25523,2026-02-27 17:37:45.101167
CPNIAL05.DBF,2005,AL,1940,9,a49748470013d6d7f5154f1167edc5fb,116723,2026-02-27 17:37:48.250354
CPNIAM05.DBF,2005,AM,1180,9,a4ad85e31a666046931b93db212f0839,71123,2026-02-27 17:37:51.287528
CPNIAP05.DBF,2005,AP,305,9,850d078463f89fe5d37ffa3d0c7d8e08,18623,2026-02-27 17:37:54.035067
CPNIBA05.DBF,2005,BA,7920,9,e24535eb150e545f01f7db8ce395d64e,475523,2026-02-27 17:37:57.620714
CPNICE05.DBF,2005,CE,3501,9,7a2e4290e299bacc9dc4adc87c701a32,210383,2026-02-27 17:38:02.059728
CPNIDF05.DBF,2005,DF,262,9,376c29be720cf1e4263058d447dbb7f4,16043,2026-02-27 17:38:04.669882
CPNIES05.DBF,2005,ES,1482,9,c6653fdb07f401d88130374fb976f857,89243,2026-02-27 17:38:07.632441
CPNIGO05.DBF,2005,GO,4672,9,af8eb41bec9fb275ae2c3279fa5039d0,280643,2026-02-27 17:38:10.896759
CPNIMA05.DBF,2005,MA,4124,9,94e913a61efc8fbf33d7427c25e51166,247763,2026-02-27 17:38:14.557681
CPNIMG05.DBF,2005,MG,16183,9,8a5003166db610514f2c6e3279de439e,971303,2026-02-27 17:38:18.846845
CPNIMS05.DBF,2005,MS,1483,9,b44ce8cc443f40e568cc7be6d7aa9d0a,89303,2026-02-27 17:38:21.9361
CPNIMT05.DBF,2005,MT,2680,9,975b5add07a50fc6bf51fb7ea8678492,161123,2026-02-27 17:38:25.142731
CPNIPA05.DBF,2005,PA,2722,9,f6e2fe00ff25b60cc3cfea5c1ea3ad98,163643,2026-02-27 17:38:28.620624
CPNIPB05.DBF,2005,PB,4240,9,92b65f523fa845fff1806c45292ec5d5,254723,2026-02-27 17:38:32.236592
CPNIPE05.DBF,2005,PE,3516,9,5a602fd216cca923d9eac2b6d909315f,211283,2026-02-27 17:38:35.951858
CPNIPI05.DBF,2005,PI,4238,9,84661f299b8db22bea5a7a651a28d357,254603,2026-02-27 17:38:39.367337
CPNIPR05.DBF,2005,PR,7573,9,8bb5f4aa8dc23be6212a895de2a0141e,454703,2026-02-27 17:38:43.002033
CPNIRJ05.DBF,2005,RJ,1747,9,13df8e7e8d58268862a66ada0802b518,105143,2026-02-27 17:38:46.247544
CPNIRN05.DBF,2005,RN,3174,9,9004c19312a5e3a71bb64f7020e3bc44,190763,2026-02-27 17:38:50.218072
CPNIRO05.DBF,2005,RO,989,9,91a0fb77a1e2cfcb82edf8b71c55cb08,59663,2026-02-27 17:38:53.13563
CPNIRR05.DBF,2005,RR,286,9,874834a50088b709efdf04cddf987119,17483,2026-02-27 17:38:55.926053
CPNIRS05.DBF,2005,RS,9419,9,a7c0685012176057540f5144133b7b92,565463,2026-02-27 17:38:59.658755
CPNISC05.DBF,2005,SC,5555,9,2b4a7fa21218ed060c6e33005fe1c701,333623,2026-02-27 17:39:03.749871
CPNISE05.DBF,2005,SE,1426,9,7bcf4e781f8bdb4cb65381b629dffbad,85883,2026-02-27 17:39:06.842704
CPNISP05.DBF,2005,SP,12179,9,06e9be00511db042b32dc58ba42ef09e,731063,2026-02-27 17:39:10.935887
CPNITO05.DBF,2005,TO,2643,9,b87c0876b41901b32323baf3e03625e7,158903,2026-02-27 17:39:14.410396
CPNIAC06.DBF,2006,AC,440,9,c2c25fdac5cd7e15746df619fe8016fa,26723,2026-02-27 17:39:19.652534
CPNIAL06.DBF,2006,AL,2041,9,682b7d487642d4ed8183472826539b33,122783,2026-02-27 17:39:22.979075
CPNIAM06.DBF,2006,AM,1240,9,4fe611cbed9e917b686640ee08892d68,74723,2026-02-27 17:39:26.102503
CPNIAP06.DBF,2006,AP,320,9,db971818cc5966e439c42b13d7d33e4d,19523,2026-02-27 17:39:28.884205
CPNIBA06.DBF,2006,BA,8309,9,0e58df90126b57f43173674f973c89ae,498863,2026-02-27 17:39:32.976553
CPNICE06.DBF,2006,CE,3680,9,a0f935802706ebd0eca3dd55f85adc99,221123,2026-02-27 17:39:36.28127
CPNIDF06.DBF,2006,DF,276,9,c867bec44a9ca4b5e6eb52fc693bf29b,16883,2026-02-27 17:39:38.88319
CPNIES06.DBF,2006,ES,1558,9,23a5789446d3e62a24975bfa0679aa3c,93803,2026-02-27 17:39:41.925132
CPNIGO06.DBF,2006,GO,4897,9,5e04897c334cb832b9bc13f4a6886962,294143,2026-02-27 17:39:45.739923
CPNIMA06.DBF,2006,MA,4340,9,dadba0ba002c3884761228f46844f2b8,260723,2026-02-27 17:39:49.113167
CPNIMG06.DBF,2006,MG,17023,9,7c99773ba7e7f1a8ab7b5efa5bc8839f,1021703,2026-02-27 17:39:53.751288
CPNIMS06.DBF,2006,MS,1559,9,e04f1711847242bad173907477a4f71d,93863,2026-02-27 17:39:56.803013
CPNIMT06.DBF,2006,MT,2817,9,05e4c583e5c9e22618f1e20b553999b0,169343,2026-02-27 17:40:00.077757
CPNIPA06.DBF,2006,PA,2858,9,b6db50ea966a16ea7b27ecfe4ca23d3a,171803,2026-02-27 17:40:03.431695
CPNIPB06.DBF,2006,PB,4462,9,39cc1ac7be6dd9506ed08dae246279d1,268043,2026-02-27 17:40:06.763097
CPNIPE06.DBF,2006,PE,3700,9,7371d07d3aa72735c680e58f6d03980d,222323,2026-02-27 17:40:10.123641
CPNIPI06.DBF,2006,PI,4460,9,b5b3677c1d08169235484cda15f0001b,267923,2026-02-27 17:40:13.415118
CPNIPR06.DBF,2006,PR,7963,9,4a8199bb9c4abe7cf6b9ce7d19d76dba,478103,2026-02-27 17:40:17.090266
CPNIRJ06.DBF,2006,RJ,1837,9,e91991253746c71c94b9d7b324ba4cea,110543,2026-02-27 17:40:20.461563
CPNIRN06.DBF,2006,RN,3340,9,bed4fe75fa283f6aa9b4c7ca9e503b54,200723,2026-02-27 17:40:24.159405
CPNIRO06.DBF,2006,RO,1041,9,659c03ebb2bf9e12562f79cb3eccd6f9,62783,2026-02-27 17:40:27.262228
CPNIRR06.DBF,2006,RR,300,9,c669a3d0b7a09929cbdd7f624102c463,18323,2026-02-27 17:40:29.988998
CPNIRS06.DBF,2006,RS,9910,9,ce48fec0b9797710f47cd38a67726079,594923,2026-02-27 17:40:33.747266
CPNISC06.DBF,2006,SC,5843,9,0b3a3619ab3250dc26fbb2046962701f,350903,2026-02-27 17:40:37.549599
CPNISE06.DBF,2006,SE,1500,9,3598dd261870504464968ae9ae9d7c83,90323,2026-02-27 17:40:40.874777
CPNISP06.DBF,2006,SP,12812,9,a4c8aa65f15b066017c73a1e958c69d8,769043,2026-02-27 17:40:45.190642
CPNITO06.DBF,2006,TO,2781,9,89e2891eb7b3f79ae83ae7f2883e6ccc,167183,2026-02-27 17:40:48.524906
CPNIAC07.DBF,2007,AC,440,9,d2ddd83e64265a8dcbc8e647da6e9f1f,26723,2026-02-27 17:40:53.554868
CPNIAL07.DBF,2007,AL,2041,9,f1dbd1cf2bdc6ed330d4b51ed89b19ee,122783,2026-02-27 17:40:56.622075
CPNIAM07.DBF,2007,AM,1240,9,9b51d70fb0122b3c337a23189c4cbefe,74723,2026-02-27 17:40:59.718836
CPNIAP07.DBF,2007,AP,320,9,c7b286ea6f4623dc48c72fde96c9aa83,19523,2026-02-27 17:41:02.432919
CPNIBA07.DBF,2007,BA,8312,9,25c9ff7520872bd22037c8a10b231d11,499043,2026-02-27 17:41:06.462599
CPNICE07.DBF,2007,CE,3681,9,7a7d4e0b2ce50181643b4b22cdbe9239,221183,2026-02-27 17:41:09.889625
CPNIDF07.DBF,2007,DF,269,9,a1de4b7e04f9761e595d188c15662647,16463,2026-02-27 17:41:12.519715
CPNIES07.DBF,2007,ES,1555,9,3af28b4d8b8fefc60793576acc7aa82b,93623,2026-02-27 17:41:15.590294
CPNIGO07.DBF,2007,GO,4903,9,5bd96a05794e6c359a25bf78056b5109,294503,2026-02-27 17:41:19.206894
CPNIMA07.DBF,2007,MA,4338,9,75ae005b330d9b88b76eb1c7f3e01973,260603,2026-02-27 17:41:22.767001
CPNIMG07.DBF,2007,MG,16999,9,25baa4e43bcfa1c6896adf8bd04dcb14,1020263,2026-02-27 17:41:27.554908
CPNIMS07.DBF,2007,MS,1558,9,5019be13b691ff75e4cc95cba3823db2,93803,2026-02-27 17:41:31.220581
CPNIMT07.DBF,2007,MT,2812,9,562e4cc9b1a0ad9065dfd7b44db271f0,169043,2026-02-27 17:41:34.402596
CPNIPA07.DBF,2007,PA,2860,9,600e2e7957b8704c7146b85ef0d41973,171923,2026-02-27 17:41:37.529595
CPNIPB07.DBF,2007,PB,4461,9,2cb7db1df3b96c1a29ec95368f34ce9d,267983,2026-02-27 17:41:41.049955
CPNIPE07.DBF,2007,PE,3701,9,6273c619ea69addc5d97507585cff70a,222383,2026-02-27 17:41:44.798374
CPNIPI07.DBF,2007,PI,4460,9,855a142f206ce9df0188f9c5186be532,267923,2026-02-27 17:41:48.216466
CPNIPR07.DBF,2007,PR,7961,9,350f2ebc08557df1aa25579bdbcb3cc3,477983,2026-02-27 17:41:51.903132
CPNIRJ07.DBF,2007,RJ,1833,9,7aa221b6a01f2732f5f5ff35d223ac38,110303,2026-02-27 17:41:55.451225
CPNIRN07.DBF,2007,RN,3339,9,1a99dd15af62f699391b4788aa0897e6,200663,2026-02-27 17:41:59.161486
CPNIRO07.DBF,2007,RO,1039,9,8d1d7da310598625e5f93afef3f9104a,62663,2026-02-27 17:42:02.594763
CPNIRR07.DBF,2007,RR,301,9,71883247188a7521ccfd83062a8e23b6,18383,2026-02-27 17:42:05.396292
CPNIRS07.DBF,2007,RS,9897,9,afac347226031deb914bd5d02a95ad8e,594143,2026-02-27 17:42:09.409286
CPNISC07.DBF,2007,SC,5825,9,72306b1ed1c441dd5d94c24056b4c1e7,349823,2026-02-27 17:42:13.445962
CPNISE07.DBF,2007,SE,1500,9,677b06e214c5cac22a83e1cc8142451c,90323,2026-02-27 17:42:16.49911
CPNISP07.DBF,2007,SP,12779,9,e732c467f246093ec13cf76ec3fb25d1,767063,2026-02-27 17:42:20.785206
CPNITO07.DBF,2007,TO,2775,9,2d8f41727d89f42e297c32f2354fc04b,166823,2026-02-27 17:42:24.266574
CPNIAC08.DBF,2008,AC,440,9,49f497a71c8d4bd10fb5aee4d0a8f34e,26723,2026-02-27 17:42:28.928177
CPNIAL08.DBF,2008,AL,2041,9,92665b8d971e020a2fd13824607e7a40,122783,2026-02-27 17:42:32.056838
CPNIAM08.DBF,2008,AM,1240,9,5a48763f580aefd23f7495b84a5ac1cf,74723,2026-02-27 17:42:34.931061
CPNIAP08.DBF,2008,AP,320,9,a0591bcbedfc36a237a926420c952238,19523,2026-02-27 17:42:37.745343
CPNIBA08.DBF,2008,BA,8315,9,d5e1ae2bbff344c747bcd75f3ec264e2,499223,2026-02-27 17:42:41.629146
CPNICE08.DBF,2008,CE,3680,9,8f7704755631997bca045c2a3a3b1f92,221123,2026-02-27 17:42:44.955826
CPNIDF08.DBF,2008,DF,280,9,e1bd44e65c884db6cf81f59e21e53385,17123,2026-02-27 17:42:47.62421
CPNIES08.DBF,2008,ES,1552,9,44e6c1f342f079187cb32d233b0818e8,93443,2026-02-27 17:42:50.641448
CPNIGO08.DBF,2008,GO,4907,9,3f21d42afb96ad112f4befcb877387de,294743,2026-02-27 17:42:54.476985
CPNIMA08.DBF,2008,MA,4338,9,dd7953265b7daef76eba6d15b51f2cdc,260603,2026-02-27 17:42:57.927495
CPNIMG08.DBF,2008,MG,16998,9,c807ce99e280a18c49743d88d650acee,1020203,2026-02-27 17:43:02.58247
CPNIMS08.DBF,2008,MS,1558,9,c8c529f8b45ad23a26e6419ebc9ba27e,93803,2026-02-27 17:43:05.776038
CPNIMT08.DBF,2008,MT,2812,9,91b1a0f0be10a6481a0098771c9feae6,169043,2026-02-27 17:43:09.176469
CPNIPA08.DBF,2008,PA,2858,9,2e0b9d86fba7f6c058ac8521e91411f6,171803,2026-02-27 17:43:12.854444
CPNIPB08.DBF,2008,PB,4459,9,d41191205f7ab14c006e827b1b1c43dc,267863,2026-02-27 17:43:16.33069
CPNIPE08.DBF,2008,PE,3700,9,a6553612d803de892a71b39c5fcc9f4a,222323,2026-02-27 17:43:19.573168
CPNIPI08.DBF,2008,PI,4460,9,b1a4db44de33afe9f563748d9b683e02,267923,2026-02-27 17:43:23.463065
CPNIPR08.DBF,2008,PR,7945,9,8dd82f32347b211ea7f4308e5d5c4b5c,477023,2026-02-27 17:43:27.350416
CPNIRJ08.DBF,2008,RJ,1826,9,664f7ff9c331a0db754ab0484d8bb669,109883,2026-02-27 17:43:30.758593
CPNIRN08.DBF,2008,RN,3338,9,04b289dc2e3dc0156b592e46f7f99511,200603,2026-02-27 17:43:34.104742
CPNIRO08.DBF,2008,RO,1038,9,ce726c2244bdb8e2961df5add3daacd0,62603,2026-02-27 17:43:37.355428
CPNIRR08.DBF,2008,RR,300,9,59902f0a293996c8da0dea107c1c8d2d,18323,2026-02-27 17:43:40.162513
CPNIRS08.DBF,2008,RS,9886,9,36dd21484efedbe38f836917d06eb014,593483,2026-02-27 17:43:43.890841
CPNISC08.DBF,2008,SC,5814,9,94fc4dd41eb51ff0ee5a029c276bcb4d,349163,2026-02-27 17:43:47.330592
CPNISE08.DBF,2008,SE,1500,9,a614f7c5c6fe6e7700c307d718e3206f,90323,2026-02-27 17:43:50.400767
CPNISP08.DBF,2008,SP,12747,9,50cd82eccc93e80ad27cf1a0dfd52d17,765143,2026-02-27 17:43:54.747304
CPNITO08.DBF,2008,TO,2778,9,e29b6a8e8b200b3a1b2bec09ba884291,167003,2026-02-27 17:43:58.159393
CPNIAC09.DBF,2009,AC,440,9,68da4780d6dd995e5fe489857764c0ab,26723,2026-02-27 17:44:02.911781
CPNIAL09.DBF,2009,AL,2040,9,dc2843285014b6dacee9d98ef4337781,122723,2026-02-27 17:44:06.089478
CPNIAM09.DBF,2009,AM,1240,9,95ad4dd7c10078988cedd3ac148baddf,74723,2026-02-27 17:44:09.180506
CPNIAP09.DBF,2009,AP,319,9,7116ff5094d069d4f1ed7134804ab399,19463,2026-02-27 17:44:12.254943
CPNIBA09.DBF,2009,BA,8312,9,a385b90f38b2e845edaf64c4ea7726d3,499043,2026-02-27 17:44:16.51169
CPNICE09.DBF,2009,CE,3677,9,763d8b783dbff7ebdec788292f2e0ae8,220943,2026-02-27 17:44:20.035478
CPNIDF09.DBF,2009,DF,284,9,4d6c184f4ed31fc1945fd7709ff77fde,17363,2026-02-27 17:44:22.666742
CPNIES09.DBF,2009,ES,1547,9,f8bd9634697a7c31e1d3ae6ed7acdbe1,93143,2026-02-27 17:44:26.014557
CPNIGO09.DBF,2009,GO,4908,9,294b1db385ded5fc3afc60879a7522a8,294803,2026-02-27 17:44:29.47814
CPNIMA09.DBF,2009,MA,4337,9,b2b0ef38404675f2717d93432d88935c,260543,2026-02-27 17:44:32.972834
CPNIMG09.DBF,2009,MG,16700,9,7aa859b357037aec17b5e430dbe01fe4,1002323,2026-02-27 17:44:37.14246
CPNIMS09.DBF,2009,MS,1555,9,1f836990ef689b0f6ae556b6bbce1dac,93623,2026-02-27 17:44:40.335926
CPNIMT09.DBF,2009,MT,2809,9,a967f42a6fc0b082659b9490c18c5174,168863,2026-02-27 17:44:43.682564
CPNIPA09.DBF,2009,PA,2857,9,0c94298c68b02b405dbf84e2f544af3f,171743,2026-02-27 17:44:47.333559
CPNIPB09.DBF,2009,PB,4458,9,4a33a86a3824f5425c09af97ee4a69ee,267803,2026-02-27 17:44:51.179381
CPNIPE09.DBF,2009,PE,3701,9,17f0cdad8e48a4e15e0957106adc1332,222383,2026-02-27 17:44:54.932005
CPNIPI09.DBF,2009,PI,4479,9,a8c53d4bfddbd64fbf94f69fea3a2bd9,269063,2026-02-27 17:44:58.689832
CPNIPR09.DBF,2009,PR,7919,9,225d0c1618257c49b5e2b0d8490dab0d,475463,2026-02-27 17:45:02.480613
CPNIRJ09.DBF,2009,RJ,1817,9,17e2a9a171e39c393ed6a5e32a109779,109343,2026-02-27 17:45:05.978042
CPNIRN09.DBF,2009,RN,3340,9,a081c01e04cb5e7540b87fe5714c6169,200723,2026-02-27 17:45:09.267705
CPNIRO09.DBF,2009,RO,1034,9,636a61bc70b549e288b55aedfa92e03c,62363,2026-02-27 17:45:12.222194
CPNIRR09.DBF,2009,RR,300,9,a78c914d0b6a8d16475e6767826f5040,18323,2026-02-27 17:45:15.037887
CPNIRS09.DBF,2009,RS,9860,9,91c102aa341427436691c3f4313853bb,591923,2026-02-27 17:45:19.366529
CPNISC09.DBF,2009,SC,5787,9,e86e892aba4e2f37170a1ab7c745872e,347543,2026-02-27 17:45:22.795214
CPNISE09.DBF,2009,SE,1500,9,786355219d7e195a50108cff4883d613,90323,2026-02-27 17:45:25.895306
CPNISP09.DBF,2009,SP,12714,9,61cd9868f2179ba3bcd90559a66b3439,763163,2026-02-27 17:45:30.312338
CPNITO09.DBF,2009,TO,2776,9,19609aa66b342fbb4ea27910fa3ee895,166883,2026-02-27 17:45:33.651457
CPNIAC10.DBF,2010,AC,429,9,4b7b1a97acb772bdf26d70cdfcea2dee,26063,2026-02-27 17:45:38.288681
CPNIAL10.DBF,2010,AL,2004,9,078f6dc96921a6cf4ac9daae41b01e09,120563,2026-02-27 17:45:41.447958
CPNIAM10.DBF,2010,AM,1193,9,d4f467e778ab777511c5ad70d3412119,71903,2026-02-27 17:45:44.479419
CPNIAP10.DBF,2010,AP,308,9,805371df41728a496a01bca19b26693a,18803,2026-02-27 17:45:47.553266
CPNIBA10.DBF,2010,BA,8485,9,ec245824b2aea6898bb5e61228422a28,509423,2026-02-27 17:45:51.49204
CPNICE10.DBF,2010,CE,3674,9,ac10929645ed76ad0dfde7a5824132d5,220763,2026-02-27 17:45:54.938348
CPNIDF10.DBF,2010,DF,310,9,52638c6ba5598956c26da8be55d09588,18923,2026-02-27 17:45:58.006998
CPNIES10.DBF,2010,ES,1575,9,4cd987435324c2484ac5f7bab76d6b12,94823,2026-02-27 17:46:01.042747
CPNIGO10.DBF,2010,GO,4882,9,762b96efae268c30a5a06b4177df8ffa,293243,2026-02-27 17:46:04.793947
CPNIMA10.DBF,2010,MA,4203,9,f4574148d27072ddb9e7067463d1133a,252503,2026-02-27 17:46:08.214434
CPNIMG10.DBF,2010,MG,17048,9,75af645e912a53f7de507c339d405a0d,1023203,2026-02-27 17:46:12.403839
CPNIMS10.DBF,2010,MS,1530,9,004c609f9f1fa713265ba0f10512c1f4,92123,2026-02-27 17:46:15.423913
CPNIMT10.DBF,2010,MT,2752,9,04aefdec5683b1a2e64263ed43a60733,165443,2026-02-27 17:46:18.60371
CPNIPA10.DBF,2010,PA,2737,9,61e2b1bf894e94d7d4b7a9ef94d1d82f,164543,2026-02-27 17:46:21.819933
CPNIPB10.DBF,2010,PB,4087,9,41b2f5aea70eee02699ed5eab867b51b,245543,2026-02-27 17:46:25.313684
CPNIPE10.DBF,2010,PE,3615,9,f9995fbc0e1b20e2c4f22567d2dec16b,217223,2026-02-27 17:46:28.823554
CPNIPI10.DBF,2010,PI,4270,9,232e418763a886730bf71f74f0b15e53,256523,2026-02-27 17:46:32.208669
CPNIPR10.DBF,2010,PR,7819,9,e6029497bef6f7997f94238e87f2218e,469463,2026-02-27 17:46:36.188604
CPNIRJ10.DBF,2010,RJ,1871,9,c4f85e533503dd27750ffecbd311c4cc,112583,2026-02-27 17:46:39.741834
CPNIRN10.DBF,2010,RN,3144,9,ba167336c1bbbfaef3b420724c3c507c,188963,2026-02-27 17:46:42.907231
CPNIRO10.DBF,2010,RO,1030,9,8af41b43602378f64de56a12ad4ad739,62123,2026-02-27 17:46:45.79304
CPNIRR10.DBF,2010,RR,296,9,c66bdcf587b3286f6dc99a1b2c80387a,18083,2026-02-27 17:46:48.584485
CPNIRS10.DBF,2010,RS,9630,9,407db8867e88ef87701f5e1897ca405f,578123,2026-02-27 17:46:52.928312
CPNISC10.DBF,2010,SC,5713,9,85fe97d3c9f68b80f9d9e262bebcec93,343103,2026-02-27 17:46:56.593889
CPNISE10.DBF,2010,SE,1417,9,3095544f9984b9a261cced7a7a700d25,85343,2026-02-27 17:46:59.633949
CPNISP10.DBF,2010,SP,12771,9,6e9d0cac2c67d530d8484e3b6387775d,766583,2026-02-27 17:47:03.623428
CPNITO10.DBF,2010,TO,2744,9,dbc41c41ae104759e4a66103b4f09f01,164963,2026-02-27 17:47:06.791588
CPNIAC11.DBF,2011,AC,398,9,7d4b6d0df3874148649fdb9544c49673,24203,2026-02-27 17:47:11.586
CPNIAL11.DBF,2011,AL,1838,9,5d281313a4a18697a76d9118460082fb,110603,2026-02-27 17:47:14.764016
CPNIAM11.DBF,2011,AM,1118,9,068db3d0cc3962dc4625b1fb40bfe59a,67403,2026-02-27 17:47:17.835312
CPNIAP11.DBF,2011,AP,290,9,4dea03f843ac95a9ea0d7b9db8bdcf2d,17723,2026-02-27 17:47:20.559684
CPNIBA11.DBF,2011,BA,7508,9,65d88afc366cb1074cf7ffae8cb0ec75,450803,2026-02-27 17:47:24.315339
CPNICE11.DBF,2011,CE,3314,9,713a6d82d4bf1e7f890e24e6aa847923,199163,2026-02-27 17:47:28.189833
CPNIDF11.DBF,2011,DF,260,9,794e0fa0762e921f2b207f8849af3d1c,15923,2026-02-27 17:47:30.794848
CPNIES11.DBF,2011,ES,1406,9,23b2ac5b41d2d49b9419508fd5ef7bfb,84683,2026-02-27 17:47:33.853345
CPNIGO11.DBF,2011,GO,4430,9,716e1cb2fc2d59465fbddfba32e1c1ff,266123,2026-02-27 17:47:37.883422
CPNIMA11.DBF,2011,MA,3908,9,2f61e142bc4dacbe561cc0e9766102af,234803,2026-02-27 17:47:41.177356
CPNIMG11.DBF,2011,MG,15409,9,c583aa91cc287692b0e1c02d3eb16037,924863,2026-02-27 17:47:45.806105
CPNIMS11.DBF,2011,MS,1406,9,43ea425d31c439953661cacc2f0b2eaa,84683,2026-02-27 17:47:48.92062
